ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u1	The sitting is open (9.31 a.m.). The Minutes shall be read.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u61	Senator Rojc is registered to speak. You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u62	Mr President, ladies and gentlemen, I think it is very important to draw this House's attention once again to the impact of the constitutional change that the Senate is discussing at second reading. Within a few months delicate balances have been modified that the constituent legislative essay had been able to build in the critical scenario of the post-war. The question, repeatedly highlighted, of the political representation of the indigenous Slovenian-speaking national minority that insists in the Region under special statute of Friuli-Venezia Giulia is very serious and serious and I thank the Senators Parrini and Laniece for having remembered it. The constituent legislator had wisely considered protecting this reality. You want to crush it: you tried with the press and now you want to take away our right to stand. The recognition of special autonomy, on the one hand, and, on the other hand, the inclusion of this principle among the fundamental principles of the Republic are expressed, as already mentioned, in Article 6 of the Constitution, according to which the Republic protects linguistic minorities with appropriate rules. This is a commitment, a programmatic commitment that has led to the adoption of positive protection measures in the Special Statutes and in the laws implementing the Constitution, such as Law No 38 for Slovenians 23 February 2001. The approval of the constitutional changes, with the reduction of a third of the number of parliamentarians, is such as to compress the forms of protection of the Slovenian minority and not only and I would also like to speak on behalf of Senator Cucca, for the Region of Sardinia. With the proposed amendment, the basic requirement would be to allow Slovenes in Italy to participate freely and autonomously in electoral competitions and to contribute, in accordance with constitutional principles, to elect a representative in Parliament. Ladies and gentlemen, at this point, the only responsible attitude is to stop this reform, which, in my opinion, goes beyond the limits of the constitutional revision process, affecting that hard core of constitutional principles enshrined in the fundamental principles of the constitutional order. [[Applause from the PD Group. Congratulations.]]
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u63	He's enlisted to speak Senator Vitali. You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u64	Mr President, ladies and gentlemen, Minister, I have two feelings. I'm angry and disappointed. I use the term angry orthodox for respect to this House, although it does not actually make my mood. However, we are in the Senate Chamber of the Republic and, therefore, that is all right. A great opportunity is being missed, that of putting hand, in a surgical but effective and efficient way, to our Constitution. In Parliament there is a movement, today in the government, which makes the cost cut of politics a battlehorse. There is also the Forza Italia Group, which already in 2005 showed that it was absolutely aware of the need for a numerical adjustment of the parliamentary representation, but not in isolation with a cut in the number of parliamentarians, but with a system that would make the legislative process easy, streamlined and effective. Then there is an opposition force, the Democratic Party, which, even in its constitutional reform, rejected as ours by the electoral corps, had foreseen a cut in the number of parliamentarians. What better way, then, to make our institution, in a surgical and necessary way, an organism adapted to the times, than to launch a reform that would take care of this need? We said this at first reading in the Commission when, at the request of the President to schedule this constitutional bill, all the groups agreed. We have therefore shown willingness to carry out this project. With the utmost respect and esteem for President Calderoli, I must say that it seems to me that the reason for the fact that, since two overall drafts of constitutional reform have been drawn up, then rejected by the electoral body, it is preferable to do them in pieces and bites. This is not how the institutions work, nor is it a Parliament that has the sense of responsibility to make laws that serve and above all modify the Constitution in a progressive and modern way, and not just to respond to an electoral need. I am angry, therefore, because a great opportunity has been missed, in which perhaps all this Parliament could have made a real and concrete contribution and, for once, would have won the institutions and the country. I am also disappointed by my colleagues in the League, who have shared with us a path of constitutional reform, which could not and cannot be limited only to the reduction of parliamentarians, but also the problem of the form of government, an electoral law that guarantees territorial representativeness and does not unbalance the electoral body, for example in the election of the President of the Republic. The friends of the League have made with us a path of constitutional reform that ended with an overall bill, for which we did not pose the problem of cutting, purely and simply to reduce the costs of politics. On the other hand, we have raised the question of how to ensure real representativeness, because in a representative democracy the fundamental question is not the costs, but the representation of the electoral body, which you absolutely do not take into account. If we do the same thing with the other constitutional reform, that of the proposed referendum that you have also carried out with chunks and bites, we realize that your plan is to destroy Parliament and the representativeness of the Italian people! [[Applause from the FI-BP and PD Groups]] You repeal Parliament, then, if you have the courage and implement a form of direct democracy: our Constitution is a mix of representation and direct participation, but you are mortifying and raping it, making it inapplicable, and of this, one day, you will pay the political bill. What did we tell you at first reading? We had given you the opportunity and we voted in favour of it, in order to prevent a requirement that even Forza Italia had not suspected in time and carried on from becoming the result of another political force; but we had made you an opening of credit, but we did not tell you, to change the whole Constitution. In part, what he said is acceptable, Mr Calderoli, but not totally: we asked you to make two or three speeches that did not make the cut of Members unnecessary. The first is about the electoral law: in 2005, when we reduced the number of parliamentarians, we made a reverse reasoning to yours; we wondered what representation was to be guaranteed on the territory and, on that minimum representation, we compared the number of parliamentarians (for this reason we have reached 518 MPs and 252 senators). You did not do so or remedy an electoral law which, as it is, is unbalanced and does not guarantee representation. It is not true, as I have also heard from some of the Group's colleagues, that that numerical percentage corresponds to that of the Members of Parliament. I am referring to the elections to the Senate, where the distribution is regional: with the electoral law that you have applied and modified, making it feasible for this reform too, in order to have a representative sometimes it will take even 10%; other than proportion, violate the principle of representativeness. Can we then liquidate and store everything, claiming that it is a cost-cutting and economic need? Yes, it is likely that EUR 40-50 million will be saved, but are we not aware of the expenditure needed to adapt the legislative machinery and of the fact that costs, instead of decreasing, could rise? Do we not also realize that the elected electoral relationship is increasing, providing for a representative of the Chamber of Deputies 150,000 voters and one of the Senate 300,000? Doesn't that cost a lot in the election campaign? I would like to ask the friends of the League, who make direct contact with the territory and with the voters a battlehorse, how they will justify their representatives that there will be no longer the possibility of reaching a parliamentarians quickly and having their presence and of violating the relationship between elected and elected. As far as lower costs are concerned, does reducing simply the number of Members of Parliament produce efficiency? I do not think so, because it will have to be assessed by the future regulations, which will have to adapt this reduction. Do you also reduce the number of parliamentarians without putting a hand on the perfect bicameralism: what would it take, President Calderoli, to prepare another constitutional bill that would provide for the legislative power of the Chamber and not of the Senate or the repeal of the Senate, leaving unchanged the number of parliamentarians in the Chamber, or still differentiated competences for Chamber and Senate? You didn't, so our availability and our credit opening have also been violated. The measure before us is not a constitutional reform that will do justice, but it is part of a plan that I would call criminal, along with what is boiling in pot and which we will probably deal with in the next few days and which we will oppose with all our strength. For our sense of responsibility we will have the burden of explaining to the citizens that what you are doing today is not a constitutional reform, but a scam on the democratic right of representation and a violation of Parliament and the institutions. We warned you and put you on the road to rethink it: you are still in time to do it, do it; otherwise, take on all the responsibilities. [[Applause from the FI-BP Group.]]
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u65	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u66	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u67	MALAN (FI-BP). Mr President, pursuant to Rule 99 of the Rules of Procedure, I request that the general debate be closed in advance and that the explanations of vote and the final vote be taken. Apparently, there is a strong determination on the part of the majority to vote and the need for the measure is supported, so there is no reason to wait until tomorrow and unnecessarily lose one afternoon. Since we have to go towards these magnificent and progressive fates, let's go right now: you will surely all be ready, so let's move on to the vote now. I am counting on the support of the majority in particular, although perhaps someone from the opposition will disagree, and the Government's favourable opinion, authoritatively represented by Minister Fraccaro. [[Applause from the FI-BP Group.]]
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u68	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u69	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u70	Mr Marcucci (PD). Mr President, we support the request from the Forza Italia Group to move immediately to the final voting phase.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u71	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u72	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u73	DE PETRIS (Misto-LEU). Mr President, yesterday you attended the meeting and discussion of the Leaders. We had made a different proposal which, in our opinion, made more sense, namely a dedicated session, dealing with the measure together with that on the referendum. Things have been different, but at this point, I think it would be completely pointless to be here all afternoon without using the time available to us in this House. We therefore believe that the general debate can be closed and that explanations of vote can be put to the vote immediately.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u74	If there are no other interventions, the situation at the moment is as follows: from the de facto point of view, there is a final intervention to the closure of the debate; from the regulatory point of view, there is the request made by Senator Malan pursuant to Article 99, of which I cannot share his interpretation, because paragraph 3 refers to the case where the general discussion has not been limited in time or the limits have been exceeded, but at the Conference of the Capigroup, however, it has been intended to limit it, in the sense of ending it today; different is the request of President Marcucci to move to the vote anyway: in this case, it would be necessary at least to convene the Conference of the Capigroup to take a decision, because in that place it was decided to vote tomorrow. MALAN (FI-BP). The Rules of Procedure are no use, then. PRESIDENT. - The debate is closed. The Rules of Procedure are needed.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u75	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u76	I am going to give you the floor again, but you may not agree with the interpretation, but it is the interpretation given by the Presidency. You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u77	Let me intervene, since I am still here; then, when we are abolished, we will no longer be able to speak.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u78	You know how I feel about this too, so don't force the interpretation.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u79	MALAN (FI-BP). In Rule 99 it is written: "in the event that the discussion has not been limited in time" but there has been no limitation over time. Is there anyone who has asked to speak and has not been able or wants to speak over the ten minutes provided for in the Rules of Procedure? I don't see any limitations. You claim that the decision has been taken to vote on a certain date, but here we apply Rule 99 of the Rules of Procedure and we are in this very situation. There is no shadow of a limitation of the general debate: I have no news of it and it is not in the Calendar or in the facts; I therefore ask you to vote in accordance with Rule 99 of the Rules of Procedure.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u80	Senator Malan, of course you cannot continue this dialogue between me and you, but to clarify the matter definitively to the House, I would point out that the interpretation that the Presidency gives of Rule 99 is not what you have just explained to us. It had been established by the Leaders that, however, by today, the general discussion would be exhausted and in this sense I interpret that a limit had been set. [[Comments of Senator Malan]] I have read it, the Rules of Procedure, and I do not need to read it again: then, if the request is to move to the vote, the sitting must be suspended. (Senator Malan throws a copy of the Senate Rules into a basket. [[Applause from the FI-BP Group.]]
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u81	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u82	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u83	Mr Marcucci (PD). Mr President, I appeal to the Presidency, because the text of the Rules of Procedure is very clear: it should kindly communicate to us who has been limited the speaking time and who is the subject, the Member or the Group who was prevented from speaking during the general debate; because this has not happened, this perfectly reflects the dictates of the Rules of Procedure. For me, any interpretation is fine and it is also very good to convene the Conference of the Leaders (but that is done immediately, but this is another subject). However, I am obliged, from my and my group's point of view, to agree with Senator Malan.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u84	I repeat that, since paragraph 3 does not refer to a single intervention, but to the rules governing the conduct of the Assembly's work, this remains the interpretation. With regard to the request to proceed directly to the vote, I would first have the general debate concluded and I would agree with the Presidency that the Conference of the Leaders should be convened and then communicate how we intend to proceed. Senator Castaldi is enlisted to speak. You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u85	Mr President, I have a joke to make: we need the legal interpretation of a lawyer, and we have it in the Senate, like Niccolò Ghedini, who is perhaps absent today, strangely, because we were talking about competence and territorial representation. [[Applause from the M5S and L-SP-PSd'Az groups.]] Mr President, Minister, rapporteur, tomorrow we will take another very important step towards a virtuous path that began with this parliamentary term and continued with the signing of the government contract, one of the essential points of which is precisely some institutional reforms. Paragraph 20 of that contract provides for a drastic reduction in the number of Members (to 400 Members and 200 Senators), which we have been waiting for decades and does not in any way affect the supreme principle of representation, since direct election by universal suffrage by the people for both branches of Parliament would remain firm, without compromising its functions. This will also bring about significant reductions in expenditure. The same paragraph also talks about the constraint of mandate, in order to counter the ever-increasing phenomenon of transformation, and of the anticipation of new institutions of direct democracy and the strengthening of existing ones, without forgetting the strengthening of the tool of the popular legislative initiative. The proposal we have discussed here today must be assessed in this draft. The idea of reducing the number of Members is certainly not new. As you all know, the first attempt was that of the Bozzi Commission in 1983; the last, the one with which we wanted to make this House a shelter for regional councillors and mayors who had fallen into disgrace, failed miserably in 2016, despite the serious and worrying threat of withdrawing from the policy that the promoters had put forward, perhaps too optimistic. This idea, as I said, comes from afar, but the will, illustrious colleagues, is something else; as we know well here and as citizens know better than we do outside. The idea up until a few weeks ago was in the minds of all, majority and opposition; then the will, strangely, has gone down for some (let's say it has failed); today the grip that I have heard and on which many criticisms of the measure are based is that this cut would be an attack on democracy. Let's get some stuff in line, then. Should action be taken to rationalise the institutional structure? I absolutely think so. Is it time or not to limit one of the highest parliamentary density in the world? I think so. Let's face it all: are there any restrictions on the legislator's ability to drastically reduce the number of parliamentarians? Absolutely not. With this in mind, we are close to adopting a truly historic reform, which will enable Parliament to work better and in a much more efficient way. With less parliamentarians, they will have greater accuracy in the selection by the electorate, their greater recognizability and therefore independence from particular interests, which will make them able to best represent the demands of the country. Moreover, by cutting 345 MPs, we will get a savings of 500 million euros for each legislature: it is money taken away from the costs of politics in order to be destined to the ever-increasing needs of Italian citizens. I am very sorry to see that some political forces prefer to do the opposite of what they have promised, starting with the friends of the Democratic Party, who have actually opposed this reform from the very beginning, despite promising that MEPs will be cut off for many years. Mr Marcucci (PD). But you can't tell what you want! CASTALDI (M5S). Even more to blame are the behaviour and position of Forza Italia, who voted in favour of the text in the first two readings, until the European elections (so probably to deceive voters and citizens, I don't know), and now instead decided to oppose it; yet, he presented a bill by Senator Quagliariello that proposes exactly what we want to do today; bringing the House to 400 MPs and the Senate to 200 senators. In the first Commission, which I partly participated in, I listened - with interest and respect, which I hope will be mutual - to the good Senator Pagano, who said that the draft constitutional law under consideration does not intend to improve the quality and speed of legislative activity, but rather to support or even feed the feeling of anti-politics with demagogic aims. He added that it could even distort democratic representation, involve very costly electoral campaigns and fuel the risk of voting in exchange. I would like to ask you, Senator Pagano, if it produces more distorting effects from the point of view of democratic representation our reform or, for example, have the House elected, in the colleges of our Abruzzo - specifically in those of Pescara, Chieti and Vasto, which reappear the Costa dei trabocchi - a parachute of the hinterland of Campania named Gianfranco Rotondi from Avellino, which I believe is notoriously unrelated to Abruzzo; then, if I think about it, the link has it, when it is necessary to make regional lists (that is the link that Rotondi has with our Abruzzo). It may be that my statement is wrong, but I can continue. For example, I find it difficult to find links with our Region and the college where he was elected also for the distinguished Senator Quagliariello, elected in Abruzzo. Also on the other hand, in the Democratic Party - because it is a bipartisan practice - I would ask some Abruzzo people if they had the opportunity to verify, know and talk with Congressman Yoram Gutgeld, born in Tel Aviv and resident in Milan. I would also have a lot to say about transformations: we have a case in Abruzzo, that of the former undersecretary and former senator Chiavaroli, elected with the center-right, candidate and not elected, this time, with the center-left. This is only what happens in Abruzzo; but I do not know what happens in other regions. I would not even like to use empty-door assists of cases known throughout the national territory. There is one, which I mentioned earlier, that of Senator Niccolò Ghedini ghost from various legislatures; or, there are members of Etruscan origin placed to join Ötzi - I hope to have pronounced it well, Senator Steger - the man coming from the ice, present at the archaeological museum of Bolzano. In case I will ask the friends of the Group For the Autonomies if in Südtirol they are happy and they feel represented by Maria "Etruria" Boschi. [[Comments from Senator Bellanova.]] Dear colleague Bellanova, who is reminding me, these are the actions that feed the feeling that you call anti-politics, certainly not a reform that takes away space from such behaviors, that smear the noble sense of politics. [[Applause from the M5S Group. Comments of Senators Bellanova, Ferrari and Marcucci]] Mr Marcucci (PD). Rule 90, Mr President, Rule 90! CASTALDI (M5S). I repeat that these behaviors smear the noble sense of politics. [[Applause from the M5S Group. Comments from the PD Group]] FERRARA (M5S). Make a call, Mr President. CASTALDI (M5S). The opposition to this reform is totally incomprehensible and, I would say, unmotivated. [[Comments of Senator Marcucci]]
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u86	Senator Castaldi, finish your speech, staying on the subject and using consonious tones.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u87	CASTALDI (M5S). You have no reason to call me back, Mr President, I only told you the truth. PRESIDENT. - The debate is Let them judge who listens to you about the truths and keep a certain tone. [[Comments from the PD Group.]] Colleagues, please. Please, Senator Castaldi, continue. CASTALDI (M5S). From 1983 to the present several Members of this House, as I see it, have used very badly the time, governments and various parliamentary majorities. Mr Marcucci (PD). I'm sure you guys are! FERRARA (M5S). Make a call, Mr President. PRESIDENT. - The debate is closed. The Presidency recalls when it is appropriate, as it is doing. Let us try to conclude this debate in an orderly manner, bearing in mind that we are dealing with important issues, so obviously there are interest and active participation, above which exuberance is not tolerated. Senator Castaldi, please stick to the subject, in the same tone as this House. CASTALDI (M5S). Mr President, I have taken this very seriously. PRESIDENT. - The debate is closed. That is the view of the Presidency. CASTALDI (M5S). You judge better, because I stood by. [[Comments from the PD Group]] It is regrettable that such an important and necessary reform is about to be adopted. I think the country has endured forty years of manfrine in Parliament, in television and in newspapers. [[Applause from the M5S and L-SP-PSd'Az groups]] Time has expired: less waste, more savings, efficiency and finally, I would say, a nineteenth legislature with fewer refugees who suppress representation for the territories. [[Applause from the M5S and L-SP-PSd'Az groups.]]
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u88	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u89	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u90	Mr Ferrari (PD). Mr President, yesterday we had a long debate on Article 90, when we contested the diligence with which President Calderoli referred to it, at the time when the term 'buffoon' was used, the description of which we could also look into the dictionary. At the first mention of that term a reference to order was made, which then led to the subsequent calls. The previous senator has just given the following expression: behavior such as that of Mr Boschi, who has been a candidate in Bolzano, with the adoption of this law, will no longer be able to show the dignity of Parliament. I think that such an intervention is worthy of an equal call - indeed, worse - to what was done yesterday against Senator Pharaoh. [[Comments from the M5S Group]] Beyond the merit of the content, it is entirely detrimental to a person who has the right to run where he decides together with his party. [[Senator Bellanova's protests are alive.]]
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u91	In fact, Senator Castaldi was recalled by the Presidency first of all for the dignity of the function of all parliamentarians and was invited to conclude with the necessary tones. [[Senator Castaldi points out that he wants to intervene.]] Senator Castaldi, you have finished your speech; let the Presidency conclude. Why are you intervening? Mr Laus (PD). At the end of the session! PRESIDENT. - The debate is closed. I am not giving him the floor, in fact, but leave the management of the order of business to the Presidency. Senator Castaldi, you have been called back so I won't give you the floor on this point. CASTALDI (M5S). Without controversy, on a personal note, Mr President. PRESIDENT. - The debate is closed. There's no personal matter. The presidency called her back. Let us continue now as it has been established. [[Vivacious protests from M5S and PD Groups]] . Parliamentary assistants intervene to separate some senators). The general debate is closed. I call the rapporteur, Senator Calderoli.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u92	Mr President, I do not want to say too much in this climate, but I take advantage of it to thank Senator Caliendo, because throughout my life I have been told and done everything, but Father has never called me anyone yet. Knowing him as a worshiper and a professional of law, I thank him for this compliment.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u93	I call the representative of the Government.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u94	Mr President, the Government is giving up its reply.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u95	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u96	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u97	[[Protests from the L-SP-PSd'Az Group]] What's the matter, colleagues? I have already given my opinion on this. (Senator Castaldi approaches the president's scranno.) Mr Marcucci (PD). Mr President, what I have been saying for many months, namely that this approach of the whole Presidency towards this House encourages violence, is demonstrated by the attitude of colleagues in these hours. Just look at you, ladies and gentlemen. [[Protests and ironic applause from the L-SP-PSd'Az Group. Applause from the PD Group.]] . PRESIDENT. - The debate is closed. Senator Marcucci, intervene on the order of business, if you think so. Mr Marcucci (PD). Mr President, I would like to stress once again that, in our opinion, the interpretation by the Offices and the Presidency of the request made by Mr Malan and supported by our Group is wrong. The first statement of my speech is confirmed by the attitude of my colleagues, who are always very democratic, as is in their custom. [[Applause from the PD Group. Comments from the L-SP-PSd'Az Group.]]
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u98	The situation is as follows: if we are to ask for an anticipation of the vote already scheduled for tomorrow with determination of the Conference of Leaders and following the vote of the Assembly, it is necessary to convene a new Conference of Leaders. Therefore, if there is such a request, I will of course be in touch with the President. THE RUSSIAN (FdI). Ask, Mr. President.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u99	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u100	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u101	Gasparri (FI-BP). Mr President, we confirm the request made in accordance with the Rules of Procedure by Senator Malan on behalf of our Group, also considering that we should proceed directly to the vote, because, as the Rule of the Rules of Procedure explains, which is very clear, there is no need for the filter of the Conference of Leaders which he called for. We therefore believe that we should proceed to the immediate vote. Otherwise, what kind of early closure are we talking about? [[Applause from the FI-BP and PD Groups]] Then, in the alternative, if you give a non-compliant interpretation of the Rules of Procedure, see what you have to do; for us you could now vote because colleagues have also arrived in this House. Mr Laus (PD). Bravo Gasparri!
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u102	If I understand correctly, does the Forza Italia Group request the convening of the Conference of Leaders? CALIENDO (FI-BP). We ask you to vote. PRESIDENT. - The debate is closed. It is not me who wants to call it: to change the timetable, we need a determination of the Conference of Leaders; if there is this request, we ask for it to be convened; otherwise, we proceed on the agenda already voted, as I have already explained. NENCINI (Misto-PSI). It's not like that.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u103	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u104	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u105	Gasparri (FI-BP). Mr President, we do not want to change the agenda; we call for a rule of the Rules of Procedure which allows us to vote in advance. The agenda remains the one set, but it changes the voting time with respect to a decision that the Rules of Procedure give to the House. We are not asking to change anything, but we are referring to the Rules of Procedure. That is very clear, and I would also like it to be clear to my colleagues. Everyone can then vote for or against, but we ask that the vote be brought forward under the Rules of Procedure, and the Conference of Leaders has nothing to do with it. The agenda remains as set out, we are on this point; the debate has ended, so we insist on our request.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u106	I finally clarify the question of interpretation, because it probably has not been done. Even if it had been decided to close the phase of the general debate in advance, it would not automatically have been possible to make explanations of vote and vote, that is the case. My question was precisely in this sense, since there was only one intervention missing at the end of the general debate; because, if the request had been to move to the vote immediately, that kind of determination would have been necessary. Now, I understand that there is no such request, so it goes on. I asked three times whether there was a request to convene the Conference of Leaders, to anticipate the vote, to be able to anticipate the time of the vote, it takes a determination: if this is the request, it must be organised accordingly; the issue is quite clear. There are two separate issues: the early closure of the debate does not result in a vote before it is decided, that is, tomorrow morning; I do not know if it is clear. BELLANOVA (PD). We continue with the waste: the debate is over, we move to the vote!
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u107	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u108	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u109	Gasparri (FI-BP). Mr President, you will of course make the assessments that your role entrusts to you. The request that our Group made earlier, through Vice-President Malan, is that, in accordance with Rule 99, when the general discussion is over, we move to explanations of vote and vote now, with early closure. Do you think we need a Conference of Leaders to decide this? Call her immediately, if you think so. On the other hand, we believe that this can also be done immediately, without going through the Conference of Leaders, because Rule 99 does not provide for such a filter, which is necessary if the agenda is changed; instead, we are on the agenda, namely the proposal to reduce the number of Members. The general discussion ended and there is an anxiety to decide, as Senator Malan said before; so let's decide right away. We must make explanations of vote and vote, so we do not understand the obstruction of the vote. The Conference of Leaders, under the Rules of Procedure, does not seem necessary. You want to call her? The House is presiding at this time, so decide what you think, but you cannot evade the issue, because you would take a pretext. Our request to proceed immediately is very clear. Would you like to speak to the Conference of Leaders? You decide: for us it is not necessary, but you can not pretend nothing and now go to the bar; this absolutely cannot be done. [[Applause from the FI-BP Group.]]
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u110	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u111	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u112	THE RUSSIAN (FdI). Mr President, I have full respect for your role at this time, which I understand to be delicate, in the face of a constitutional bill of not slight impact on the reality of our country. I think he is right about the need to convene the Conference of Leaders, because, beyond the regulatory interpretation, the precedents go in this direction, but it would also be wrong to pretend that nothing has happened. In order to confirm the positions that everyone has already expressed at the Conference of the Leaders, I would therefore ask you to convene it immediately, also because an hour's speaking time must be there: in this way, depending on what the Conference of the Leaders decides, you can also ask for a vote or not. As you said that no one has formally asked for it, we, who have clearly expressed our position on this bill, cannot pretend that everything that has happened in this last half hour is nothing. I believe that you are right and therefore, unless the leaders of the other political forces want to express a clear position on the question that has emerged, I would ask you to convene the Conference of the Leaders immediately.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u113	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u114	You have the right to do so.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u115	Mr Calderoli (L-SP-PSd'Az). Mr President, it seems to me that the whistles are confusing with the fiascos. [[Applause from the L-SP-PSd'Az and M5S Groups.]] One thing is the early closure of the debate, on which I think its interpretation is absolutely correct, because it can be done when there has not been an organization of the times. I say that because I read yesterday in the Chamber that speech, according to which the general debate would take place today, starting at 9.30 a.m., and would have ended on a day-to-day basis, which has taken place. There have also been the replies, or the non-answers, of the rapporteur and of the government and at this point, for me, the day is closed. What is different is the attempt to anticipate the vote. It is clear to everyone that the organisation given by the Conference of Group Leaders yesterday - and voted in this House because, by rejecting the proposed amendments, a timetable was adopted - that is, our proposal, which was then accepted by the Group Leader and the House, was, precisely because a particular quorum was required for the adoption of a constitutional bill (i.e. an absolute majority), to provide for a certain time for explanations of vote and for the final vote. So if anyone proposes that there is no such certainty, I am sorry, but it is only to see that they do not reach a majority which is required for tomorrow. [[Applause from the L-SP-PSd'Az and M5S Groups. Comments from Senator Bellanova.]] It seems pretty obvious to me that someone is aiming for grapes. All right, everything's allowed. As far as I am concerned, it is not enough for someone to ask for the Conference of Leaders to be convened. In any case, it is the President who may have to decide that. Mr Laus (PD). We're paid today too! Mr Calderoli (L-SP-PSd'Az). I do not understand how we can decide, in the face of a constitutional change... Let's not throw those beautiful little books into the baskets: let's read them, so we learn some Constitution and Rules of Procedure. [[Applause from the M5S and L-SP-PSd'Az groups. Comments from Senator Bellanova.]] There are singing gifts in this House that I did not know I had. There's an echo. [[Comments of Senator Lucidi]] As far as my position is concerned, having read that agenda, if nothing has changed in relation to it, I do not think that there is a need for the majority to change a decision that was voted on yesterday. [[Applause from the M5S and L-SP-PSd'Az groups.]]
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u116	I'm asking to talk.
ParlaMint-IT_2019-07-10-LEG18-Senato-sed-131.ana.u117	President Gasparri, your Group has already spoken on this issue.
